"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","00703Bmash","00703C2mash","00703Dmash","0288E","101","1400E","1500E","284V","315-A","3549624","409-05","41V","5-1","55152","6119V5","6420B","75712","AMD","ATCC_14019","CMW7778B","DNF01149","DNF01162","FDAARGOS_568","GED7275B","GED7760B","GH015","GS_10234","GS_9838-1","GV37","HMP9231","JCP7275","JCP7276","JCP7659","JCP7672","JCP7719","JCP8017A","JCP8066","JCP8070","JCP8108","JCP8151A","JCP8151B","JCP8481A","JCP8522","KA00225","KA00735","N101","N144","N160","N165","N72","N95","NR010","NR038","NR039","PSS_7772B","UGent_06.41","UGent_09.07","UGent_09.48","UGent_18.01","UGent_21.28","UGent_25.49","UMB0032B","UMB0061","UMB0143","UMB0202","UMB0233","UMB0264","UMB0386","UMB0558","UMB0662","UMB0682","UMB0736","UMB0742","UMB0768","UMB0769","UMB0770","UMB0775","UMB0830","UMB0833","UMB0913","UMB1489","UMB1642","UMB1686","UMB1698","W11"
"group_4062","","hypothetical protein","6","6","1","1","863","302","1","","329","329","329","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","JCP7659_00585","","JCP7719_00908","JCP8017A_00430","","JCP8070_00462","","JCP8151A_00684","JCP8151B_00008","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_428","","hypothetical protein","6","6","1","1","662","1","1039","","863","9653","8114","","","","","","1400E_00368","","","","","","","","55152_00387","","","75712_00414","","ATCC_14019_01205","","","","FDAARGOS_568_00022","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","UMB0768_00838","","","","","","","","","","",""
"treA","","Trehalose-6-phosphate hydrolase","6","6","1","1","998","1","2782","","1850","1880","1855","","","","0288E_00043","","","","","","","","","","","","","75712_00343","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NR038_01187","","","","UGent_09.07_00014","","","","","","","","UMB0202_00200","","","UMB0386_00976","","","","","","","","","","","","","","","","",""
"group_481","","hypothetical protein","6","6","1","1","4070","1","3284","","1031","2903","2279","","","","","101_00383","","","","","","","","","","","","","","","","","DNF01162_01179","","","","","","","","HMP9231_00462","","","JCP7659_01192","","","","","","","","","","","","","","","","N165_00079","","","NR010_01153","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_518","","hypothetical protein","6","6","1","1","2308","1","1860","","365","986","882","","","","","","","","","","","","","","","","","","","","","","DNF01162_00993","","","","","GS_10234_00616","GS_9838-1_00901","","","","","","","","","","","","","","","","","","","","","","N72_00857","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","UMB1642_00043","","UMB1698_01019",""
"group_680","","IS256 family transposase ISGva2","6","6","1","1","1001","1","2788","","182","1130","893","","","","0288E_00040","","","","","","","","","","","","","75712_00346","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NR038_01184","","","","UGent_09.07_00017","","","","","","","","UMB0202_00197","","","UMB0386_00972","","","","","","","","","","","","","","","","",""
"group_782","","hypothetical protein","6","6","1","1","538","1","423","","5696","6137","5893","","","","","","","","","","","","","","","","","","","","","","","","","","","","GS_9838-1_00787","","","","","","","","","","","","","","","","","","","","","","N72_00999","","","","","","UGent_06.41_00184","","UGent_09.48_00418","","","","","","","","","","","","","","","UMB0742_00745","","","","","","","","","","","UMB1698_00582",""
"group_83","","hypothetical protein","6","6","1","1","2061","1","697","","314","647","392","","","","","","","1500E_00743","","","","","","","","","","","","","","","DNF01162_01367","","","","","","","","","","","","","","","","","","","","JCP8481A_00252","","","","","","","","N72_00891","","","","","PSS_7772B_00982","","","","","","","","","","","","","","","","","","","","","","","","","","","UMB1642_00009","","",""
"group_94","","hypothetical protein","6","6","1","1","2252","1","309","","167","383","207","","00703C2mash_00290","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","JCP7719_01050","","","","","JCP8151A_00651","","","","","","","","","","","N95_01000","","","","","","","","","","","","","","","","UMB0264_00497","","","","","","","","UMB0769_00731","","","","","","","","","",""
"group_100","","hypothetical protein","5","5","1","1","1710","1","3318","","2324","2324","2324","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","JCP8070_01097","","","JCP8151B_00398","","JCP8522_00867","","","","","","","","","","","","","","","","UGent_18.01_00958","UGent_21.28_00991","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1043","","hypothetical protein","5","5","1","1","4097","1","1903","","104","1184","320","","","","","","","","","","","","","5-1_00237","","","","","","","","","DNF01162_01389","","","","","","","","","","","","","","","","","","","","","","","","","","","","N72_00873","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","UMB1642_00027","","UMB1698_00450",""
"group_1046","","hypothetical protein","5","5","1","1","4096","1","1897","","149","149","149","","","","","","","","","","","","","5-1_00238","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N72_00872","","","","","","","","","","","","","","","","","","","","","","","","","UMB0769_00531","","","","","","","UMB1642_00028","","UMB1698_00449",""
"group_1093","","hypothetical protein","5","5","1","1","2453","1","3440","","1217","1454","1391","","","","","","","","","","","","","","","","","","","ATCC_14019_01052","","","DNF01162_00942","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NR039_00108","","","","","","","","","UMB0061_01372","","","","","","","","","","","","","","","","","","","UMB1642_01214","","",""
"group_1117","","hypothetical protein","5","5","1","1","4047","1","1925","","290","305","299","","","","","","","","","","","","","","","","","","","","","DNF01149_01316","","","","","","","","","","","","","","","JCP8017A_00332","","","","","","","","","","","","","N165_00004","","","","","","","","","","","","","UMB0032B_00814","UMB0061_00463","","","","","","","","","","","","","","","","","","","","","",""
"group_1157","","hypothetical protein","5","5","1","1","753","11","3","","230","953","636","","","00703Dmash_01143","","101_01179","","","","","","","","","","6119V5_00780","","","","","","","","","","","","","","","","","","","","JCP7719_00955","","","","","","","","","","","","","","","","N95_01216","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1181","","Long-chain-fatty-acid--CoA ligase FadD15","5","5","1","1","1480","1","913","","599","713","690","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","JCP7275_00738","JCP7276_00877","JCP7659_00433","","","","","","JCP8108_00667","","","","JCP8522_00457","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1200","accA1","Acetyl-/propionyl-coenzyme A carboxylase alpha chain","5","5","1","1","1157","1","2520","","1847","1847","1847","","","","","","","","","","","","","","","","","","","","","DNF01149_01067","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","UGent_09.07_01325","","","","UGent_25.49_00324","","UMB0061_00620","","","","","","","","","","","","","","UMB0775_00329","","","","","","","",""
"group_123","aml","Alpha-amylase","5","6","1.2","1","2695","1","1403","","1637","5765","2345","","","","","","","","","","","","","","","","","","","","CMW7778B_00624","","","","","","","","","","","","","","","","","","","","","","","","KA00225_01241	KA00225_01242","KA00735_00318","","","","","","","","","","","","","","","","","","","","","","","","","","","","UMB0742_00590","","","","","","","UMB0913_00576","","","","",""
"group_1231","","hypothetical protein","5","5","1","1","3184","1","2961","","317","956","646","","","","","","","","","","","","","","","","","","","","","","DNF01162_00950","","","","","GS_10234_00438","","","","","","","","","","JCP8066_01185","","","","","","","","","","","","","N72_00920","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","UMB1642_01222","","",""
"group_1264","","hypothetical protein","5","5","1","1","2518","1","407","","2660","5192","4224","","","","","","","","","","3549624_00368","","","","","","","","","","","","","","","","","","","","","","JCP7276_00499","","JCP7672_00617","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","UMB0386_00783","","","","UMB0736_00840","","","","","","","","","","","","",""
"group_1266","","hypothetical protein","5","5","1","1","2516","1","1621","","2219","6518","4873","","","","","101_00295","1400E_00797","1500E_00848","","","","","","","55152_00829","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N165_00664","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1271","","hypothetical protein","5","5","1","1","1491","1","712","","434","9809","7833","","","","","","","","","","","","","","","","6420B_01005","","","","","","","","","","","","","GV37_01276","","","","","","","","","","","","","","","","","","","","","","","NR010_00511","","","","","","","","","","","","","","","UMB0264_01063","","","","","","","","UMB0769_01080","","","","","","","","","",""
"group_1392","","hypothetical protein","5","5","1","1","4002","1","1980","","224","224","224","","","","","","1400E_01193","","","","","","","","","","","","","","","","","","","","","","","GV37_00836","","","","","","","JCP8017A_01202","","","","","","","","","","","","","N165_00088","","","","","","","","","","","","","","UMB0061_01364","","","","","","","","","","","","","","","","","","","","","",""
"group_1395","","hypothetical protein","5","5","1","1","2273","1","2073","","224","245","228","","","","","","","","","","","","","","","","","","","","","","DNF01162_01365","","","","","","","","","","","","","","","","","","","","","","","","","","","","N72_00893","","NR010_01165","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","UMB1642_00007","","UMB1698_00440",""
"group_1436","prs_1","Ribose-phosphate pyrophosphokinase","5","5","1","1","1407","1","1176","","248","1016","716","","","","","","","","","","","","","","","","","","","","CMW7778B_01190","","","","","","","","","","","","","JCP7659_00309","","","JCP8017A_00183","","JCP8070_00976","","","","","","","KA00735_00165","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1481","","hypothetical protein","5","5","1","1","2867","1","70","","731","731","731","","","","","","","","","315-A_01140","","","","","","","","","","","","","","","","","","","GS_9838-1_01086","","","","","","","","","","","","","","JCP8481A_00103","","","","","","","","","","NR010_01170","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","UMB1698_01199",""
"group_1485","","hypothetical protein","5","5","1","1","47","20","6","","701","2036","1659","","","00703Dmash_00461","","101_01043","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NR038_01117","","","","","","","","","","","UMB0143_01231","","","","","","","","UMB0736_01353","","","","","","","","","","","","",""
"group_1488","","hypothetical protein","5","5","1","1","3146","1","698","","179","179","179","","","","","","","1500E_00746","","","","","","","","","6420B_00249","","","","","","","","","","","","","","","","","","","","","","","","","","JCP8481A_00253","","","","","","","","","","","","","PSS_7772B_00981","","","","","","","","","","","","","","","UMB0662_00002","","","","","","","","","","","","","","",""
